class_161,advancement.Advancement
class_5753,entity.ai.brain.task.TemptationCooldownTask
class_5754,entity.ai.brain.task.TemptTask
class_4824,entity.ai.brain.task.UpdateAttackTargetTask
class_4111,entity.ai.brain.task.VillagerBreedTask
class_4129,entity.ai.brain.task.VillagerTaskListProvider
class_4122,entity.ai.brain.task.VillagerWalkTowardsTask
class_4133,entity.ai.brain.task.VillagerWorkTask
class_4101,entity.ai.brain.task.WaitTask
class_4214,entity.ai.brain.task.WakeUpTask
class_4290,entity.ai.brain.task.WalkHomeTask
class_4815,entity.ai.brain.task.WalkToNearestVisibleWantedItemTask
class_5355,entity.ai.brain.task.WalkTowardClosestAdultTask
class_5325,entity.ai.brain.task.WalkTowardJobSiteTask
class_7097,entity.ai.brain.task.WalkTowardsLandTask
class_7297,entity.ai.brain.task.WalkTowardsLookTargetTask
class_4814,entity.ai.brain.task.WalkTowardsPosTask
class_7098,entity.ai.brain.task.WalkTowardsWaterTask
class_4112,entity.ai.brain.task.WanderAroundTask
class_4289,entity.ai.brain.task.WanderIndoorsTask
class_4827,entity.ai.brain.task.WantNewItemTask
class_5326,entity.ai.brain.task.WorkStationCompetitionTask
class_4142,entity.ai.brain.WalkTarget
class_5757,entity.ai.control.AquaticMoveControl
class_1330,entity.ai.control.BodyControl
class_6035,entity.ai.control.Control
class_1331,entity.ai.control.FlightMoveControl
class_1334,entity.ai.control.JumpControl
class_1333,entity.ai.control.LookControl
class_1335,entity.ai.control.MoveControl
class_1332,entity.ai.control.YawAdjustingLookControl
class_5535,entity.ai.FuzzyPositions
class_5534,entity.ai.FuzzyTargeting
class_1400,entity.ai.goal.ActiveTargetGoal
class_7688,entity.ai.goal.AmbientStandGoal
class_1341,entity.ai.goal.AnimalMateGoal
class_1371,entity.ai.goal.AttackGoal
class_1406,entity.ai.goal.AttackWithOwnerGoal
class_1384,entity.ai.goal.AvoidSunlightGoal
class_1380,entity.ai.goal.BowAttackGoal
class_1339,entity.ai.goal.BreakDoorGoal
class_1342,entity.ai.goal.BreatheAirGoal
class_1373,entity.ai.goal.CatSitOnBlockGoal
class_1346,entity.ai.goal.ChaseBoatGoal
class_1340,entity.ai.goal.ChaseBoatState
class_1389,entity.ai.goal.CreeperIgniteGoal
class_1383,entity.ai.goal.CrossbowAttackGoal
class_3760,entity.ai.goal.DisableableFollowTargetGoal
class_4017,entity.ai.goal.DiveJumpingGoal
class_1357,entity.ai.goal.DolphinJumpGoal
class_1343,entity.ai.goal.DoorInteractGoal
class_1345,entity.ai.goal.EatGrassGoal
class_1374,entity.ai.goal.EscapeDangerGoal
class_1344,entity.ai.goal.EscapeSunlightGoal
class_1338,entity.ai.goal.FleeEntityGoal
class_1395,entity.ai.goal.FlyGoal
class_1349,entity.ai.goal.FollowGroupLeaderGoal
class_1348,entity.ai.goal.FollowMobGoal
class_1350,entity.ai.goal.FollowOwnerGoal
class_1353,entity.ai.goal.FollowParentGoal
class_1362,entity.ai.goal.FormCaravanGoal
class_1352,entity.ai.goal.Goal
class_1355,entity.ai.goal.GoalSelector
class_3697,entity.ai.goal.GoToBedAndSleepGoal
class_4018,entity.ai.goal.GoToVillageGoal
class_1370,entity.ai.goal.GoToWalkTargetGoal
class_3993,entity.ai.goal.HoldInHandsGoal
class_1387,entity.ai.goal.HorseBondWithPlayerGoal
class_1372,entity.ai.goal.IronGolemLookGoal
class_5274,entity.ai.goal.IronGolemWanderAroundGoal
class_4255,entity.ai.goal.LongDoorInteractGoal
class_1376,entity.ai.goal.LookAroundGoal
class_1364,entity.ai.goal.LookAtCustomerGoal
class_1361,entity.ai.goal.LookAtEntityGoal
class_1366,entity.ai.goal.MeleeAttackGoal
class_1393,entity.ai.goal.MoveIntoWaterGoal
class_1368,entity.ai.goal.MoveThroughVillageGoal
class_3759,entity.ai.goal.MoveToRaidCenterGoal
class_1367,entity.ai.goal.MoveToTargetPosGoal
class_1359,entity.ai.goal.PounceAtTargetGoal
class_6868,entity.ai.goal.PowderSnowJumpGoal
class_4135,entity.ai.goal.PrioritizedGoal
class_1381,entity.ai.goal.ProjectileAttackGoal
class_3909,entity.ai.goal.RaidGoal
class_1399,entity.ai.goal.RevengeGoal
class_1386,entity.ai.goal.SitGoal
class_1360,entity.ai.goal.SitOnOwnerShoulderGoal
class_1505,entity.ai.goal.SkeletonHorseTrapTriggerGoal
class_1382,entity.ai.goal.StepAndDestroyBlockGoal
class_1358,entity.ai.goal.StopAndLookAtEntityGoal
class_1390,entity.ai.goal.StopFollowingCustomerGoal
class_1378,entity.ai.goal.SwimAroundGoal
class_1347,entity.ai.goal.SwimGoal
class_1391,entity.ai.goal.TemptGoal
class_1397,entity.ai.goal.TrackIronGolemTargetGoal
class_1403,entity.ai.goal.TrackOwnerAttackerGoal
class_1405,entity.ai.goal.TrackTargetGoal
class_5398,entity.ai.goal.UniversalAngerGoal
class_1404,entity.ai.goal.UntamedActiveTargetGoal
class_1394,entity.ai.goal.WanderAroundFarGoal
class_1379,entity.ai.goal.WanderAroundGoal
class_4291,entity.ai.goal.WanderAroundPointOfInterestGoal
class_1369,entity.ai.goal.WanderNearTargetGoal
class_1337,entity.ai.goal.WolfBegGoal
class_1396,entity.ai.goal.ZombieAttackGoal
class_5493,entity.ai.NavigationConditions
class_5530,entity.ai.NoPenaltySolidTargeting
class_5532,entity.ai.NoPenaltyTargeting
class_5531,entity.ai.NoWaterTargeting
class_15,entity.ai.pathing.AmphibiousPathNodeMaker
class_5766,entity.ai.pathing.AmphibiousSwimNavigation
class_1407,entity.ai.pathing.BirdNavigation
class_6,entity.ai.pathing.BirdPathNodeMaker
class_1408,entity.ai.pathing.EntityNavigation
class_14,entity.ai.pathing.LandPathNodeMaker
class_1409,entity.ai.pathing.MobNavigation
class_10,entity.ai.pathing.NavigationType
class_11,entity.ai.pathing.Path
class_9316,entity.ai.pathing.PathContext
class_5,entity.ai.pathing.PathMinHeap
class_9,entity.ai.pathing.PathNode
class_8,entity.ai.pathing.PathNodeMaker
class_13,entity.ai.pathing.PathNodeNavigator
class_7,entity.ai.pathing.PathNodeType
class_9315,entity.ai.pathing.PathNodeTypeCache
class_1410,entity.ai.pathing.SpiderNavigation
class_1412,entity.ai.pathing.SwimNavigation
class_4459,entity.ai.pathing.TargetPathNode
class_12,entity.ai.pathing.WaterPathNodeMaker
class_1603,entity.ai.RangedAttackMob
class_4051,entity.ai.TargetPredicate
class_7254,entity.ai.WardenAngerManager
class_6375,entity.AngledModelEntity
class_7094,entity.AnimationState
class_1295,entity.AreaEffectCloudEntity
class_8149,entity.Attackable
class_5131,entity.attribute.AttributeContainer
class_1329,entity.attribute.ClampedEntityAttribute
class_5132,entity.attribute.DefaultAttributeContainer
class_5135,entity.attribute.DefaultAttributeRegistry
class_1320,entity.attribute.EntityAttribute
class_1324,entity.attribute.EntityAttributeInstance
class_1322,entity.attribute.EntityAttributeModifier
class_5134,entity.attribute.EntityAttributes
class_1259,entity.boss.BossBar
class_3004,entity.boss.BossBarManager
class_3002,entity.boss.CommandBossBar
class_1510,entity.boss.dragon.EnderDragonEntity
class_2881,entity.boss.dragon.EnderDragonFight
class_1508,entity.boss.dragon.EnderDragonPart
class_2876,entity.boss.dragon.EnderDragonSpawnState
class_1512,entity.boss.dragon.phase.AbstractPhase
class_1514,entity.boss.dragon.phase.AbstractSittingPhase
class_1513,entity.boss.dragon.phase.ChargingPlayerPhase
class_1515,entity.boss.dragon.phase.DyingPhase
class_1517,entity.boss.dragon.phase.HoldingPatternPhase
class_1516,entity.boss.dragon.phase.HoverPhase
class_1519,entity.boss.dragon.phase.LandingApproachPhase
class_1518,entity.boss.dragon.phase.LandingPhase
class_1521,entity.boss.dragon.phase.Phase
class_1526,entity.boss.dragon.phase.PhaseManager
class_1527,entity.boss.dragon.phase.PhaseType
class_1520,entity.boss.dragon.phase.SittingAttackingPhase
class_1523,entity.boss.dragon.phase.SittingFlamingPhase
class_1522,entity.boss.dragon.phase.SittingScanningPhase
class_1525,entity.boss.dragon.phase.StrafePlayerPhase
class_1524,entity.boss.dragon.phase.TakeoffPhase
class_3213,entity.boss.ServerBossBar
class_1528,entity.boss.WitherEntity
class_5761,entity.Bucketable
class_3745,entity.CrossbowUser
class_8107,entity.damage.DamageEffects
class_1281,entity.damage.DamageRecord
class_8108,entity.damage.DamageScaling
class_1282,entity.damage.DamageSource
class_8109,entity.damage.DamageSources
class_1283,entity.damage.DamageTracker
class_8110,entity.damage.DamageType
class_8111,entity.damage.DamageTypes
class_8112,entity.damage.DeathMessageType
class_8572,entity.damage.FallLocation
class_9086,entity.damage.OneTwentyOneDamageTypes
class_1280,entity.DamageUtil
class_9221,entity.data.DataTracked
class_2945,entity.data.DataTracker
class_2940,entity.data.TrackedData
class_2941,entity.data.TrackedDataHandler
class_2943,entity.data.TrackedDataHandlerRegistry
class_1530,entity.decoration.AbstractDecorationEntity
class_1531,entity.decoration.ArmorStandEntity
class_8104,entity.decoration.Brightness
class_8113,entity.decoration.DisplayEntity
class_1511,entity.decoration.EndCrystalEntity
class_5915,entity.decoration.GlowItemFrameEntity
class_8150,entity.decoration.InteractionEntity
class_1533,entity.decoration.ItemFrameEntity
class_1532,entity.decoration.LeashKnotEntity
class_1534,entity.decoration.painting.PaintingEntity
class_1535,entity.decoration.painting.PaintingVariant
class_7408,entity.decoration.painting.PaintingVariants
class_5275,entity.Dismounting
class_1288,entity.effect.AbsorptionStatusEffect
class_8631,entity.effect.BadOmenStatusEffect
class_8633,entity.effect.HungerStatusEffect
class_8632,entity.effect.InstantHealthOrDamageStatusEffect
class_1289,entity.effect.InstantStatusEffect
class_8635,entity.effect.PoisonStatusEffect
class_8636,entity.effect.RegenerationStatusEffect
class_8637,entity.effect.SaturationStatusEffect
class_1291,entity.effect.StatusEffect
class_4081,entity.effect.StatusEffectCategory
class_1293,entity.effect.StatusEffectInstance
class_1294,entity.effect.StatusEffects
class_1292,entity.effect.StatusEffectUtil
class_8638,entity.effect.WitherStatusEffect
class_1297,entity.Entity
class_9066,entity.EntityAttachments
class_9064,entity.EntityAttachmentType
class_1315,entity.EntityData
class_4048,entity.EntityDimensions
class_4151,entity.EntityInteraction
class_4050,entity.EntityPose
class_6024,entity.EntityStatuses
class_1299,entity.EntityType
class_1304,entity.EquipmentSlot
class_1303,entity.ExperienceOrbEntity
class_1672,entity.EyeOfEnderEntity
class_1540,entity.FallingBlockEntity
class_1432,entity.Flutterer
class_3856,entity.FlyingItemEntity
class_4094,entity.InteractionObserver
class_6067,entity.InventoryOwner
class_1542,entity.ItemEntity
class_4981,entity.ItemSteerable
class_1316,entity.JumpingMount
class_7244,entity.LargeEntitySpawnHelper
class_1538,entity.LightningEntity
class_8080,entity.LimbAnimator
class_1309,entity.LivingEntity
class_6335,entity.MarkerEntity
class_5418,entity.mob.AbstractPiglinEntity
class_1547,entity.mob.AbstractSkeletonEntity
class_1421,entity.mob.AmbientEntity
class_5354,entity.mob.Angerable
class_7253,entity.mob.Angriness
class_1545,entity.mob.BlazeEntity
class_9254,entity.mob.BoggedEntity
class_8950,entity.mob.BreezeBrain
class_8949,entity.mob.BreezeEntity
class_1549,entity.mob.CaveSpiderEntity
class_1548,entity.mob.CreeperEntity
class_1551,entity.mob.DrownedEntity
class_1550,entity.mob.ElderGuardianEntity
class_1560,entity.mob.EndermanEntity
class_1559,entity.mob.EndermiteEntity
class_1564,entity.mob.EvokerEntity
class_1669,entity.mob.EvokerFangsEntity
class_1307,entity.mob.FlyingEntity
class_1571,entity.mob.GhastEntity
class_1570,entity.mob.GiantEntity
class_1577,entity.mob.GuardianEntity
class_5137,entity.mob.Hoglin
class_4835,entity.mob.HoglinBrain
class_4760,entity.mob.HoglinEntity
class_1588,entity.mob.HostileEntity
class_1576,entity.mob.HuskEntity
class_1543,entity.mob.IllagerEntity
class_1581,entity.mob.IllusionerEntity
class_1589,entity.mob.MagmaCubeEntity
class_1308,entity.mob.MobEntity
class_1413,entity.mob.MobVisibilityCache
class_1569,entity.mob.Monster
class_1314,entity.mob.PathAwareEntity
class_3732,entity.mob.PatrolEntity
class_1593,entity.mob.PhantomEntity
class_4837,entity.mob.PiglinActivity
class_4838,entity.mob.PiglinBrain
class_5420,entity.mob.PiglinBruteBrain
class_5419,entity.mob.PiglinBruteEntity
class_4836,entity.mob.PiglinEntity
class_1604,entity.mob.PillagerEntity
class_1584,entity.mob.RavagerEntity
class_1606,entity.mob.ShulkerEntity
class_1614,entity.mob.SilverfishEntity
class_1613,entity.mob.SkeletonEntity
class_1506,entity.mob.SkeletonHorseEntity
class_1621,entity.mob.SlimeEntity
class_1617,entity.mob.SpellcastingIllagerEntity
class_1628,entity.mob.SpiderEntity
class_1627,entity.mob.StrayEntity
class_1634,entity.mob.VexEntity
class_1632,entity.mob.VindicatorEntity
class_7261,entity.mob.WardenBrain
class_7260,entity.mob.WardenEntity
class_1480,entity.mob.WaterCreatureEntity
class_1640,entity.mob.WitchEntity
class_1639,entity.mob.WitherSkeletonEntity
class_5136,entity.mob.ZoglinEntity
class_1642,entity.mob.ZombieEntity
class_1507,entity.mob.ZombieHorseEntity
class_1641,entity.mob.ZombieVillagerEntity
class_1590,entity.mob.ZombifiedPiglinEntity
class_6026,entity.Mount
class_1313,entity.MovementType
class_1655,entity.Npc
class_8046,entity.Ownable
class_1492,entity.passive.AbstractDonkeyEntity
class_1496,entity.passive.AbstractHorseEntity
class_7299,entity.passive.AllayBrain
class_7298,entity.passive.AllayEntity
class_1429,entity.passive.AnimalEntity
class_9071,entity.passive.ArmadilloBrain
class_9069,entity.passive.ArmadilloEntity
class_5768,entity.passive.AxolotlBrain
class_5762,entity.passive.AxolotlEntity
class_1420,entity.passive.BatEntity
class_4466,entity.passive.BeeEntity
class_7691,entity.passive.CamelBrain
class_7689,entity.passive.CamelEntity
class_1451,entity.passive.CatEntity
class_7375,entity.passive.CatVariant
class_1428,entity.passive.ChickenEntity
class_1431,entity.passive.CodEntity
class_1430,entity.passive.CowEntity
class_9273,entity.passive.Cracks
class_1433,entity.passive.DolphinEntity
class_1495,entity.passive.DonkeyEntity
class_1422,entity.passive.FishEntity
class_4019,entity.passive.FoxEntity
class_7107,entity.passive.FrogBrain
class_7102,entity.passive.FrogEntity
class_7106,entity.passive.FrogVariant
class_5776,entity.passive.GlowSquidEntity
class_6054,entity.passive.GoatBrain
class_6053,entity.passive.GoatEntity
class_1427,entity.passive.GolemEntity
class_5149,entity.passive.HorseColor
class_1498,entity.passive.HorseEntity
class_5148,entity.passive.HorseMarking
class_1439,entity.passive.IronGolemEntity
class_1501,entity.passive.LlamaEntity
class_3988,entity.passive.MerchantEntity
class_1438,entity.passive.MooshroomEntity
class_1500,entity.passive.MuleEntity
class_3701,entity.passive.OcelotEntity
class_1440,entity.passive.PandaEntity
class_1453,entity.passive.ParrotEntity
class_1296,entity.passive.PassiveEntity
class_1452,entity.passive.PigEntity
class_1456,entity.passive.PolarBearEntity
class_1454,entity.passive.PufferfishEntity
class_1463,entity.passive.RabbitEntity
class_1462,entity.passive.SalmonEntity
class_1425,entity.passive.SchoolingFishEntity
class_1472,entity.passive.SheepEntity
class_8155,entity.passive.SnifferBrain
class_8153,entity.passive.SnifferEntity
class_1473,entity.passive.SnowGolemEntity
class_1477,entity.passive.SquidEntity
class_4985,entity.passive.StriderEntity
class_7111,entity.passive.TadpoleBrain
class_7110,entity.passive.TadpoleEntity
class_1321,entity.passive.TameableEntity
class_1471,entity.passive.TameableShoulderEntity
class_3986,entity.passive.TraderLlamaEntity
class_1474,entity.passive.TropicalFishEntity
class_1481,entity.passive.TurtleEntity
class_1646,entity.passive.VillagerEntity
class_3989,entity.passive.WanderingTraderEntity
class_1493,entity.passive.WolfEntity
class_9346,entity.passive.WolfVariant
class_9347,entity.passive.WolfVariants
class_6075,entity.player.HungerConstants
class_1702,entity.player.HungerManager
class_1796,entity.player.ItemCooldownManager
class_1656,entity.player.PlayerAbilities
class_1657,entity.player.PlayerEntity
class_1661,entity.player.PlayerInventory
class_3855,entity.projectile.AbstractFireballEntity
class_9236,entity.projectile.AbstractWindChargeEntity
class_1667,entity.projectile.ArrowEntity
class_9238,entity.projectile.BreezeWindChargeEntity
class_1670,entity.projectile.DragonFireballEntity
class_1668,entity.projectile.ExplosiveProjectileEntity
class_1674,entity.projectile.FireballEntity
class_1671,entity.projectile.FireworkRocketEntity
class_1536,entity.projectile.FishingBobberEntity
class_1673,entity.projectile.LlamaSpitEntity
class_1665,entity.projectile.PersistentProjectileEntity
class_1676,entity.projectile.ProjectileEntity
class_1675,entity.projectile.ProjectileUtil
class_1678,entity.projectile.ShulkerBulletEntity
class_1677,entity.projectile.SmallFireballEntity
class_1679,entity.projectile.SpectralArrowEntity
class_1681,entity.projectile.thrown.EggEntity
class_1684,entity.projectile.thrown.EnderPearlEntity
class_1683,entity.projectile.thrown.ExperienceBottleEntity
class_1686,entity.projectile.thrown.PotionEntity
class_1680,entity.projectile.thrown.SnowballEntity
class_1682,entity.projectile.thrown.ThrownEntity
class_3857,entity.projectile.thrown.ThrownItemEntity
class_1685,entity.projectile.TridentEntity
class_8956,entity.projectile.WindChargeEntity
class_1687,entity.projectile.WitherSkullEntity
class_9109,entity.ProjectileDeflector
class_3763,entity.raid.RaiderEntity
class_7248,entity.RideableInventory
class_5146,entity.Saddleable
class_4980,entity.SaddledComponent
class_5147,entity.Shearable
class_1311,entity.SpawnGroup
class_9168,entity.SpawnLocation
class_9169,entity.SpawnLocationTypes
class_3730,entity.SpawnReason
class_1317,entity.SpawnRestriction
class_6025,entity.Tameable
class_8152,entity.Targeter
class_1541,entity.TntEntity
class_7422,entity.TrackedPosition
class_7988,entity.VariantHolder
class_1688,entity.vehicle.AbstractMinecartEntity
class_1690,entity.vehicle.BoatEntity
class_7264,entity.vehicle.ChestBoatEntity
class_1694,entity.vehicle.ChestMinecartEntity
class_1697,entity.vehicle.CommandBlockMinecartEntity
class_1696,entity.vehicle.FurnaceMinecartEntity
class_1700,entity.vehicle.HopperMinecartEntity
class_1695,entity.vehicle.MinecartEntity
class_1699,entity.vehicle.SpawnerMinecartEntity
class_1693,entity.vehicle.StorageMinecartEntity
class_1701,entity.vehicle.TntMinecartEntity
class_8836,entity.vehicle.VehicleEntity
class_7265,entity.vehicle.VehicleInventory
class_3576,fluid.EmptyFluid
class_3609,fluid.FlowableFluid
class_3611,fluid.Fluid
class_3612,fluid.Fluids
class_3610,fluid.FluidState
class_3616,fluid.LavaFluid
class_3621,fluid.WaterFluid
class_6489,GameVersion
class_1273,inventory.ContainerLock
class_1715,inventory.CraftingInventory
class_1731,inventory.CraftingResultInventory
class_1258,inventory.DoubleInventory
class_1730,inventory.EnderChestInventory
class_1262,inventory.Inventories
class_1263,inventory.Inventory
class_1265,inventory.InventoryChangedListener
class_8934,inventory.LootableInventory
class_8566,inventory.RecipeInputInventory
class_1278,inventory.SidedInventory
class_1277,inventory.SimpleInventory
class_8181,inventory.SingleStackInventory
class_9348,inventory.SlotRange
class_9349,inventory.SlotRanges
class_5630,inventory.StackReference
class_1739,item.AirBlockItem
class_1798,item.AliasedBlockItem
class_4059,item.AnimalArmorItem
class_1738,item.ArmorItem
class_1741,item.ArmorMaterial
class_1740,item.ArmorMaterials
class_1742,item.ArmorStandItem
class_1744,item.ArrowItem
class_2968,item.AutomaticItemPlacementContext
class_1743,item.AxeItem
class_1746,item.BannerItem
class_1745,item.BannerPatternItem
class_1748,item.BedItem
class_1747,item.BlockItem
class_6538,item.BlockPredicatesChecker
class_1749,item.BoatItem
class_1752,item.BoneMealItem
class_1751,item.BookItem
class_1753,item.BowItem
class_8162,item.BrushItem
class_1755,item.BucketItem
class_5537,item.BundleItem
class_1757,item.ChorusFruitItem
class_1759,item.CompassItem
class_1764,item.CrossbowItem
class_1763,item.DebugStickItem
class_1790,item.DecorationItem
class_7409,item.DiscFragmentItem
class_1769,item.DyeItem
class_1771,item.EggItem
class_1770,item.ElytraItem
class_1773,item.EmptyMapItem
class_1772,item.EnchantedBookItem
class_1774,item.EndCrystalItem
class_1777,item.EnderEyeItem
class_1776,item.EnderPearlItem
class_1785,item.EntityBucketItem
class_5151,item.Equipment
class_1779,item.ExperienceBottleItem
class_1806,item.FilledMapItem
class_1778,item.FireChargeItem
class_1781,item.FireworkRocketItem
class_1780,item.FireworkStarItem
class_1787,item.FishingRodItem
class_1786,item.FlintAndSteelItem
class_5633,item.FluidModificationItem
class_4174,item.FoodComponent
class_4176,item.FoodComponents
class_1754,item.GlassBottleItem
class_8232,item.GlowInkSacItem
class_7430,item.GoatHornItem
class_7707,item.HangingSignItem
class_1794,item.HoeItem
class_4480,item.HoneyBottleItem
class_5953,item.HoneycombItem
class_8233,item.InkSacItem
class_7444,item.Instrument
class_7445,item.Instruments
class_1792,item.Item
class_1935,item.ItemConvertible
class_1795,item.ItemFrameItem
class_1761,item.ItemGroup
class_7706,item.ItemGroups
class_8804,item.ItemKeys
class_1750,item.ItemPlacementContext
class_1802,item.Items
class_1799,item.ItemStack
class_7708,item.ItemStackSet
class_5328,item.ItemUsage
class_1838,item.ItemUsageContext
class_1801,item.KnowledgeBookItem
class_1804,item.LeadItem
class_1803,item.LingeringPotionItem
class_17,item.map.MapBannerMarker
class_19,item.map.MapFrameMarker
class_20,item.map.MapIcon
class_22,item.map.MapState
class_1805,item.MilkBucketItem
class_1808,item.MinecartItem
class_1766,item.MiningToolItem
class_1813,item.MusicDiscItem
class_1807,item.NameTagItem
class_1762,item.NetworkSyncedItem
class_1758,item.OnAStickItem
class_1788,item.OperatorOnlyBlockItem
class_1810,item.PickaxeItem
class_1841,item.PlaceableOnWaterItem
class_1809,item.PlayerHeadItem
class_1812,item.PotionItem
class_5634,item.PowderSnowBucketItem
class_1811,item.RangedWeaponItem
class_1816,item.SaddleItem
class_3734,item.ScaffoldingItem
class_1820,item.ShearsItem
class_1819,item.ShieldItem
class_1821,item.ShovelItem
class_8234,item.SignChangingItem
class_1822,item.SignItem
class_8052,item.SmithingTemplateItem
class_1823,item.SnowballItem
class_1826,item.SpawnEggItem
class_1825,item.SpectralArrowItem
class_1828,item.SplashPotionItem
class_5538,item.SpyglassItem
class_1756,item.StewItem
class_1830,item.SuspiciousStewItem
class_1829,item.SwordItem
class_1765,item.TallBlockItem
class_4537,item.ThrowablePotionItem
class_1833,item.TippedArrowItem
class_1831,item.ToolItem
class_1832,item.ToolMaterial
class_1834,item.ToolMaterials
class_9299,item.TooltipAppender
class_1835,item.TridentItem
class_8053,item.trim.ArmorTrim
class_8054,item.trim.ArmorTrimMaterial
class_8055,item.trim.ArmorTrimMaterials
class_8056,item.trim.ArmorTrimPattern
class_8057,item.trim.ArmorTrimPatterns
class_1827,item.VerticallyAttachableBlockItem
class_9239,item.WindChargeItem
class_1840,item.WritableBookItem
class_1843,item.WrittenBookItem
class_8548,loot.condition.AllOfLootCondition
class_186,loot.condition.AlternativeLootCondition
class_8551,loot.condition.AnyOfLootCondition
class_212,loot.condition.BlockStatePropertyLootCondition
class_190,loot.condition.DamageSourcePropertiesLootCondition
class_215,loot.condition.EntityPropertiesLootCondition
class_199,loot.condition.EntityScoresLootCondition
class_207,loot.condition.InvertedLootCondition
class_221,loot.condition.KilledByPlayerLootCondition
class_205,loot.condition.LocationCheckLootCondition
class_5341,loot.condition.LootCondition
class_192,loot.condition.LootConditionConsumingBuilder
class_5342,loot.condition.LootConditionType
class_217,loot.condition.LootConditionTypes
class_223,loot.condition.MatchToolLootCondition
class_219,loot.condition.RandomChanceLootCondition
class_225,loot.condition.RandomChanceWithLootingLootCondition
class_4568,loot.condition.ReferenceLootCondition
class_201,loot.condition.SurvivesExplosionLootCondition
class_182,loot.condition.TableBonusLootCondition
class_4571,loot.condition.TimeCheckLootCondition
class_5644,loot.condition.ValueCheckLootCondition
class_227,loot.condition.WeatherCheckLootCondition
class_47,loot.context.LootContext
class_46,loot.context.LootContextAware
class_169,loot.context.LootContextParameter
class_181,loot.context.LootContextParameters
class_8567,loot.context.LootContextParameterSet
class_176,loot.context.LootContextType
class_173,loot.context.LootContextTypes
class_65,loot.entry.AlternativeEntry
class_69,loot.entry.CombinedEntry
class_67,loot.entry.DynamicEntry
class_73,loot.entry.EmptyEntry
class_64,loot.entry.EntryCombiner
class_93,loot.entry.GroupEntry
class_77,loot.entry.ItemEntry
class_85,loot.entry.LeafEntry
class_79,loot.entry.LootPoolEntry
class_5338,loot.entry.LootPoolEntryType
class_75,loot.entry.LootPoolEntryTypes
class_83,loot.entry.LootTableEntry
class_72,loot.entry.SequenceEntry
class_91,loot.entry.TagEntry
class_5641,loot.function.AndLootFunction
class_94,loot.function.ApplyBonusLootFunction
class_120,loot.function.ConditionalLootFunction
class_9317,loot.function.CopyComponentsLootFunction
class_101,loot.function.CopyNameLootFunction
class_3837,loot.function.CopyNbtLootFunction
class_4488,loot.function.CopyStateLootFunction
class_109,loot.function.EnchantRandomlyLootFunction
class_106,loot.function.EnchantWithLevelsLootFunction
class_111,loot.function.ExplorationMapLootFunction
class_104,loot.function.ExplosionDecayLootFunction
class_3668,loot.function.FillPlayerHeadLootFunction
class_165,loot.function.FurnaceSmeltLootFunction
class_114,loot.function.LimitCountLootFunction
class_117,loot.function.LootFunction
class_116,loot.function.LootFunctionConsumingBuilder
class_5339,loot.function.LootFunctionType
class_131,loot.function.LootFunctionTypes
class_125,loot.function.LootingEnchantLootFunction
class_8492,loot.function.ReferenceLootFunction
class_137,loot.function.SetAttributesLootFunction
class_5592,loot.function.SetBannerPatternLootFunction
class_9320,loot.function.SetComponentsLootFunction
class_134,loot.function.SetContentsLootFunction
class_141,loot.function.SetCountLootFunction
class_159,loot.function.SetCustomDataLootFunction
class_149,loot.function.SetDamageLootFunction
class_5642,loot.function.SetEnchantmentsLootFunction
class_7431,loot.function.SetInstrumentLootFunction
class_144,loot.function.SetLootTableLootFunction
class_3671,loot.function.SetLoreLootFunction
class_3670,loot.function.SetNameLootFunction
class_6662,loot.function.SetPotionLootFunction
class_152,loot.function.SetStewEffectLootFunction
class_82,loot.LootChoice
class_8488,loot.LootDataKey
class_8489,loot.LootDataLookup
class_8490,loot.LootDataType
class_60,loot.LootManager
class_55,loot.LootPool
class_52,loot.LootTable
class_58,loot.LootTableReporter
class_39,loot.LootTables
class_42,loot.operator.BoundedIntUnaryOperator
class_5646,loot.provider.nbt.ContextLootNbtProvider
class_5651,loot.provider.nbt.LootNbtProvider
class_5650,loot.provider.nbt.LootNbtProviderType
class_5652,loot.provider.nbt.LootNbtProviderTypes
class_5653,loot.provider.nbt.StorageLootNbtProvider
class_40,loot.provider.number.BinomialLootNumberProvider
class_44,loot.provider.number.ConstantLootNumberProvider
class_5658,loot.provider.number.LootNumberProvider
class_5657,loot.provider.number.LootNumberProviderType
class_5659,loot.provider.number.LootNumberProviderTypes
class_5660,loot.provider.number.ScoreLootNumberProvider
class_5662,loot.provider.number.UniformLootNumberProvider
class_5664,loot.provider.score.ContextLootScoreProvider
class_5667,loot.provider.score.FixedLootScoreProvider
class_5670,loot.provider.score.LootScoreProvider
class_5669,loot.provider.score.LootScoreProviderType
class_5671,loot.provider.score.LootScoreProviderTypes
class_3797,MinecraftVersion
class_2483,nbt.AbstractNbtList
class_2514,nbt.AbstractNbtNumber
class_8910,nbt.InvalidNbtException
class_2481,nbt.NbtByte
class_2479,nbt.NbtByteArray
class_2487,nbt.NbtCompound
class_8911,nbt.NbtCrashException
class_2489,nbt.NbtDouble
class_2520,nbt.NbtElement
class_2491,nbt.NbtEnd
class_8909,nbt.NbtException
class_2494,nbt.NbtFloat
class_2512,nbt.NbtHelper
class_2497,nbt.NbtInt
class_2495,nbt.NbtIntArray
class_2507,nbt.NbtIo
class_2499,nbt.NbtList
class_2503,nbt.NbtLong
